0000. FEN: r1b1k2Q/bp1p1p2/n1pB1P1p/8/Pp6/1q2P3/2PP3P/RN2KBNR b KQ -  | Depth: 1 | Expected: 0 | Result: 0 [PASSED]
0040. FEN: 3k4/8/8/1NP5/6B1/8/8/K7 b - -  | Depth: 1 | Expected: 2 | Result: 2 [PASSED]
0040. FEN: 3k4/8/8/1NP5/6B1/8/8/K7 b - -  | Depth: 2 | Expected: 38 | Result: 38 [PASSED]
0040. FEN: 3k4/8/8/1NP5/6B1/8/8/K7 b - -  | Depth: 3 | Expected: 176 | Result: 176 [PASSED]
0040. FEN: 3k4/8/8/1NP5/6B1/8/8/K7 b - -  | Depth: 4 | Expected: 3339 | Result: 3339 [PASSED]
0040. FEN: 3k4/8/8/1NP5/6B1/8/8/K7 b - -  | Depth: 5 | Expected: 16281 | Result: 16281 [PASSED]
0041. FEN: 8/8/8/2Kpk3/3n4/8/8/8 b - -  | Depth: 1 | Expected: 13 | Result: 13 [PASSED]
0041. FEN: 8/8/8/2Kpk3/3n4/8/8/8 b - -  | Depth: 2 | Expected: 51 | Result: 51 [PASSED]
0041. FEN: 8/8/8/2Kpk3/3n4/8/8/8 b - -  | Depth: 3 | Expected: 682 | Result: 682 [PASSED]
0041. FEN: 8/8/8/2Kpk3/3n4/8/8/8 b - -  | Depth: 4 | Expected: 4091 | Result: 4091 [PASSED]
0041. FEN: 8/8/8/2Kpk3/3n4/8/8/8 b - -  | Depth: 5 | Expected: 55009 | Result: 55009 [PASSED]
0042. FEN: 8/1b6/2k5/8/6pp/8/5r2/1K6 w - -  | Depth: 1 | Expected: 2 | Result: 2 [PASSED]
0042. FEN: 8/1b6/2k5/8/6pp/8/5r2/1K6 w - -  | Depth: 2 | Expected: 52 | Result: 52 [PASSED]
0042. FEN: 8/1b6/2k5/8/6pp/8/5r2/1K6 w - -  | Depth: 3 | Expected: 112 | Result: 112 [PASSED]
0042. FEN: 8/1b6/2k5/8/6pp/8/5r2/1K6 w - -  | Depth: 4 | Expected: 2892 | Result: 2892 [PASSED]
0042. FEN: 8/1b6/2k5/8/6pp/8/5r2/1K6 w - -  | Depth: 5 | Expected: 12013 | Result: 12013 [PASSED]
0043. FEN: 8/8/2k1p3/1N2P2p/K3P2P/1B6/8/8 w - -  | Depth: 1 | Expected: 15 | Result: 15 [PASSED]
0043. FEN: 8/8/2k1p3/1N2P2p/K3P2P/1B6/8/8 w - -  | Depth: 2 | Expected: 63 | Result: 63 [PASSED]
0043. FEN: 8/8/2k1p3/1N2P2p/K3P2P/1B6/8/8 w - -  | Depth: 3 | Expected: 949 | Result: 949 [PASSED]
0043. FEN: 8/8/2k1p3/1N2P2p/K3P2P/1B6/8/8 w - -  | Depth: 4 | Expected: 4544 | Result: 4544 [PASSED]
0043. FEN: 8/8/2k1p3/1N2P2p/K3P2P/1B6/8/8 w - -  | Depth: 5 | Expected: 71480 | Result: 71480 [PASSED]
0044. FEN: 6k1/8/4P3/P3P3/8/8/N5K1/6N1 w - -  | Depth: 1 | Expected: 15 | Result: 15 [PASSED]
0044. FEN: 6k1/8/4P3/P3P3/8/8/N5K1/6N1 w - -  | Depth: 2 | Expected: 60 | Result: 60 [PASSED]
0044. FEN: 6k1/8/4P3/P3P3/8/8/N5K1/6N1 w - -  | Depth: 3 | Expected: 936 | Result: 936 [PASSED]
0044. FEN: 6k1/8/4P3/P3P3/8/8/N5K1/6N1 w - -  | Depth: 4 | Expected: 4229 | Result: 4229 [PASSED]
0044. FEN: 6k1/8/4P3/P3P3/8/8/N5K1/6N1 w - -  | Depth: 5 | Expected: 70338 | Result: 70338 [PASSED]
0045. FEN: 8/8/1K6/1P6/6k1/6N1/8/8 b - -  | Depth: 1 | Expected: 6 | Result: 6 [PASSED]
0045. FEN: 8/8/1K6/1P6/6k1/6N1/8/8 b - -  | Depth: 2 | Expected: 72 | Result: 72 [PASSED]
0045. FEN: 8/8/1K6/1P6/6k1/6N1/8/8 b - -  | Depth: 3 | Expected: 407 | Result: 407 [PASSED]
0045. FEN: 8/8/1K6/1P6/6k1/6N1/8/8 b - -  | Depth: 4 | Expected: 4646 | Result: 4646 [PASSED]
0045. FEN: 8/8/1K6/1P6/6k1/6N1/8/8 b - -  | Depth: 5 | Expected: 28181 | Result: 28181 [PASSED]
0046. FEN: 8/8/3p4/K3k3/3n4/8/8/8 w - -  | Depth: 1 | Expected: 4 | Result: 4 [PASSED]
0046. FEN: 8/8/3p4/K3k3/3n4/8/8/8 w - -  | Depth: 2 | Expected: 60 | Result: 60 [PASSED]
0046. FEN: 8/8/3p4/K3k3/3n4/8/8/8 w - -  | Depth: 3 | Expected: 289 | Result: 289 [PASSED]
0046. FEN: 8/8/3p4/K3k3/3n4/8/8/8 w - -  | Depth: 4 | Expected: 4194 | Result: 4194 [PASSED]
0046. FEN: 8/8/3p4/K3k3/3n4/8/8/8 w - -  | Depth: 5 | Expected: 22581 | Result: 22581 [PASSED]
0047. FEN: 8/6N1/8/1p6/5k2/8/4K3/8 b - -  | Depth: 1 | Expected: 6 | Result: 6 [PASSED]
0047. FEN: 8/6N1/8/1p6/5k2/8/4K3/8 b - -  | Depth: 2 | Expected: 64 | Result: 64 [PASSED]
0047. FEN: 8/6N1/8/1p6/5k2/8/4K3/8 b - -  | Depth: 3 | Expected: 422 | Result: 422 [PASSED]
0047. FEN: 8/6N1/8/1p6/5k2/8/4K3/8 b - -  | Depth: 4 | Expected: 4550 | Result: 4550 [PASSED]
0047. FEN: 8/6N1/8/1p6/5k2/8/4K3/8 b - -  | Depth: 5 | Expected: 29864 | Result: 29864 [PASSED]
0048. FEN: 4k2N/8/4B3/2P5/8/8/8/1K6 w - -  | Depth: 1 | Expected: 19 | Result: 19 [PASSED]
0048. FEN: 4k2N/8/4B3/2P5/8/8/8/1K6 w - -  | Depth: 2 | Expected: 61 | Result: 61 [PASSED]
0048. FEN: 4k2N/8/4B3/2P5/8/8/8/1K6 w - -  | Depth: 3 | Expected: 1074 | Result: 1074 [PASSED]
0048. FEN: 4k2N/8/4B3/2P5/8/8/8/1K6 w - -  | Depth: 4 | Expected: 4417 | Result: 4417 [PASSED]
0048. FEN: 4k2N/8/4B3/2P5/8/8/8/1K6 w - -  | Depth: 5 | Expected: 76688 | Result: 76688 [PASSED]
0049. FEN: 8/8/1K6/8/8/k2p4/8/6n1 b - -  | Depth: 1 | Expected: 9 | Result: 9 [PASSED]
0049. FEN: 8/8/1K6/8/8/k2p4/8/6n1 b - -  | Depth: 2 | Expected: 67 | Result: 67 [PASSED]
0049. FEN: 8/8/1K6/8/8/k2p4/8/6n1 b - -  | Depth: 3 | Expected: 726 | Result: 726 [PASSED]
0049. FEN: 8/8/1K6/8/8/k2p4/8/6n1 b - -  | Depth: 4 | Expected: 4544 | Result: 4544 [PASSED]
0049. FEN: 8/8/1K6/8/8/k2p4/8/6n1 b - -  | Depth: 5 | Expected: 54307 | Result: 54307 [PASSED]
0050. FEN: 1k6/3B4/4p3/4P2p/4P2P/K7/7N/8 w - -  | Depth: 1 | Expected: 14 | Result: 14 [PASSED]
0050. FEN: 1k6/3B4/4p3/4P2p/4P2P/K7/7N/8 w - -  | Depth: 2 | Expected: 59 | Result: 59 [PASSED]
0050. FEN: 1k6/3B4/4p3/4P2p/4P2P/K7/7N/8 w - -  | Depth: 3 | Expected: 911 | Result: 911 [PASSED]
0050. FEN: 1k6/3B4/4p3/4P2p/4P2P/K7/7N/8 w - -  | Depth: 4 | Expected: 4346 | Result: 4346 [PASSED]
0050. FEN: 1k6/3B4/4p3/4P2p/4P2P/K7/7N/8 w - -  | Depth: 5 | Expected: 69277 | Result: 69277 [PASSED]
0051. FEN: 8/8/8/3N4/kp6/3K4/8/8 w - -  | Depth: 1 | Expected: 15 | Result: 15 [PASSED]
0051. FEN: 8/8/8/3N4/kp6/3K4/8/8 w - -  | Depth: 2 | Expected: 69 | Result: 69 [PASSED]
0051. FEN: 8/8/8/3N4/kp6/3K4/8/8 w - -  | Depth: 3 | Expected: 929 | Result: 929 [PASSED]
0051. FEN: 8/8/8/3N4/kp6/3K4/8/8 w - -  | Depth: 4 | Expected: 4490 | Result: 4490 [PASSED]
0051. FEN: 8/8/8/3N4/kp6/3K4/8/8 w - -  | Depth: 5 | Expected: 59162 | Result: 59162 [PASSED]
0052. FEN: 8/7k/1p6/1n6/K7/8/4b3/6n1 w - -  | Depth: 1 | Expected: 2 | Result: 2 [PASSED]
0052. FEN: 8/7k/1p6/1n6/K7/8/4b3/6n1 w - -  | Depth: 2 | Expected: 40 | Result: 40 [PASSED]
0052. FEN: 8/7k/1p6/1n6/K7/8/4b3/6n1 w - -  | Depth: 3 | Expected: 165 | Result: 165 [PASSED]
0052. FEN: 8/7k/1p6/1n6/K7/8/4b3/6n1 w - -  | Depth: 4 | Expected: 3577 | Result: 3577 [PASSED]
0052. FEN: 8/7k/1p6/1n6/K7/8/4b3/6n1 w - -  | Depth: 5 | Expected: 15525 | Result: 15525 [PASSED]
0053. FEN: 7k/8/1p6/1n6/1K6/5n2/8/5b2 w - -  | Depth: 1 | Expected: 2 | Result: 2 [PASSED]
0053. FEN: 7k/8/1p6/1n6/1K6/5n2/8/5b2 w - -  | Depth: 2 | Expected: 44 | Result: 44 [PASSED]
0053. FEN: 7k/8/1p6/1n6/1K6/5n2/8/5b2 w - -  | Depth: 3 | Expected: 165 | Result: 165 [PASSED]
0053. FEN: 7k/8/1p6/1n6/1K6/5n2/8/5b2 w - -  | Depth: 4 | Expected: 3679 | Result: 3679 [PASSED]
0053. FEN: 7k/8/1p6/1n6/1K6/5n2/8/5b2 w - -  | Depth: 5 | Expected: 15254 | Result: 15254 [PASSED]
0054. FEN: 6k1/8/4P3/P3P3/8/7N/N5K1/8 b - -  | Depth: 1 | Expected: 4 | Result: 4 [PASSED]
0054. FEN: 6k1/8/4P3/P3P3/8/7N/N5K1/8 b - -  | Depth: 2 | Expected: 64 | Result: 64 [PASSED]
0054. FEN: 6k1/8/4P3/P3P3/8/7N/N5K1/8 b - -  | Depth: 3 | Expected: 285 | Result: 285 [PASSED]
0054. FEN: 6k1/8/4P3/P3P3/8/7N/N5K1/8 b - -  | Depth: 4 | Expected: 4675 | Result: 4675 [PASSED]
0054. FEN: 6k1/8/4P3/P3P3/8/7N/N5K1/8 b - -  | Depth: 5 | Expected: 20230 | Result: 20230 [PASSED]
0055. FEN: 1k6/8/B3p3/4P2p/1K2P2P/8/8/5N2 w - -  | Depth: 1 | Expected: 18 | Result: 18 [PASSED]
0055. FEN: 1k6/8/B3p3/4P2p/1K2P2P/8/8/5N2 w - -  | Depth: 2 | Expected: 63 | Result: 63 [PASSED]
0055. FEN: 1k6/8/B3p3/4P2p/1K2P2P/8/8/5N2 w - -  | Depth: 3 | Expected: 1092 | Result: 1092 [PASSED]
0055. FEN: 1k6/8/B3p3/4P2p/1K2P2P/8/8/5N2 w - -  | Depth: 4 | Expected: 4489 | Result: 4489 [PASSED]
0055. FEN: 1k6/8/B3p3/4P2p/1K2P2P/8/8/5N2 w - -  | Depth: 5 | Expected: 76298 | Result: 76298 [PASSED]
0056. FEN: 8/7k/4P3/4P3/P7/7N/N7/5K2 w - -  | Depth: 1 | Expected: 14 | Result: 14 [PASSED]
0056. FEN: 8/7k/4P3/4P3/P7/7N/N7/5K2 w - -  | Depth: 2 | Expected: 69 | Result: 69 [PASSED]
0056. FEN: 8/7k/4P3/4P3/P7/7N/N7/5K2 w - -  | Depth: 3 | Expected: 1068 | Result: 1068 [PASSED]
0056. FEN: 8/7k/4P3/4P3/P7/7N/N7/5K2 w - -  | Depth: 4 | Expected: 4663 | Result: 4663 [PASSED]
0056. FEN: 8/7k/4P3/4P3/P7/7N/N7/5K2 w - -  | Depth: 5 | Expected: 77778 | Result: 77778 [PASSED]
0057. FEN: 6k1/8/8/1p6/1n6/8/2b4n/2K5 w - -  | Depth: 1 | Expected: 2 | Result: 2 [PASSED]
0057. FEN: 6k1/8/8/1p6/1n6/8/2b4n/2K5 w - -  | Depth: 2 | Expected: 44 | Result: 44 [PASSED]
0057. FEN: 6k1/8/8/1p6/1n6/8/2b4n/2K5 w - -  | Depth: 3 | Expected: 216 | Result: 216 [PASSED]
0057. FEN: 6k1/8/8/1p6/1n6/8/2b4n/2K5 w - -  | Depth: 4 | Expected: 4807 | Result: 4807 [PASSED]
0057. FEN: 6k1/8/8/1p6/1n6/8/2b4n/2K5 w - -  | Depth: 5 | Expected: 16595 | Result: 16595 [PASSED]
0058. FEN: 6k1/8/np6/8/8/5p2/8/3K2n1 w - -  | Depth: 1 | Expected: 4 | Result: 4 [PASSED]
0058. FEN: 6k1/8/np6/8/8/5p2/8/3K2n1 w - -  | Depth: 2 | Expected: 52 | Result: 52 [PASSED]
0058. FEN: 6k1/8/np6/8/8/5p2/8/3K2n1 w - -  | Depth: 3 | Expected: 299 | Result: 299 [PASSED]
0058. FEN: 6k1/8/np6/8/8/5p2/8/3K2n1 w - -  | Depth: 4 | Expected: 4330 | Result: 4330 [PASSED]
0058. FEN: 6k1/8/np6/8/8/5p2/8/3K2n1 w - -  | Depth: 5 | Expected: 23508 | Result: 23508 [PASSED]
0059. FEN: 7k/8/1p6/1n6/8/3b4/7n/K7 b - -  | Depth: 1 | Expected: 21 | Result: 21 [PASSED]
0059. FEN: 7k/8/1p6/1n6/8/3b4/7n/K7 b - -  | Depth: 2 | Expected: 43 | Result: 43 [PASSED]
0059. FEN: 7k/8/1p6/1n6/8/3b4/7n/K7 b - -  | Depth: 3 | Expected: 942 | Result: 942 [PASSED]
0059. FEN: 7k/8/1p6/1n6/8/3b4/7n/K7 b - -  | Depth: 4 | Expected: 4096 | Result: 4096 [PASSED]
0059. FEN: 7k/8/1p6/1n6/8/3b4/7n/K7 b - -  | Depth: 5 | Expected: 91613 | Result: 91613 [PASSED]
0060. FEN: 8/8/8/1PK5/8/6N1/6k1/8 w - -  | Depth: 1 | Expected: 14 | Result: 14 [PASSED]
0060. FEN: 8/8/8/1PK5/8/6N1/6k1/8 w - -  | Depth: 2 | Expected: 86 | Result: 86 [PASSED]
0060. FEN: 8/8/8/1PK5/8/6N1/6k1/8 w - -  | Depth: 3 | Expected: 1128 | Result: 1128 [PASSED]
0060. FEN: 8/8/8/1PK5/8/6N1/6k1/8 w - -  | Depth: 4 | Expected: 5446 | Result: 5446 [PASSED]
0060. FEN: 8/8/8/1PK5/8/6N1/6k1/8 w - -  | Depth: 5 | Expected: 69168 | Result: 69168 [PASSED]
0061. FEN: 8/6N1/1p6/8/5k2/8/8/3K4 b - -  | Depth: 1 | Expected: 8 | Result: 8 [PASSED]
0061. FEN: 8/6N1/1p6/8/5k2/8/8/3K4 b - -  | Depth: 2 | Expected: 69 | Result: 69 [PASSED]
0061. FEN: 8/6N1/1p6/8/5k2/8/8/3K4 b - -  | Depth: 3 | Expected: 499 | Result: 499 [PASSED]
0061. FEN: 8/6N1/1p6/8/5k2/8/8/3K4 b - -  | Depth: 4 | Expected: 5068 | Result: 5068 [PASSED]
0061. FEN: 8/6N1/1p6/8/5k2/8/8/3K4 b - -  | Depth: 5 | Expected: 35413 | Result: 35413 [PASSED]
0062. FEN: 8/8/np4k1/8/8/5p2/8/K5n1 b - -  | Depth: 1 | Expected: 16 | Result: 16 [PASSED]
0062. FEN: 8/8/np4k1/8/8/5p2/8/K5n1 b - -  | Depth: 2 | Expected: 47 | Result: 47 [PASSED]
0062. FEN: 8/8/np4k1/8/8/5p2/8/K5n1 b - -  | Depth: 3 | Expected: 774 | Result: 774 [PASSED]
0062. FEN: 8/8/np4k1/8/8/5p2/8/K5n1 b - -  | Depth: 4 | Expected: 4378 | Result: 4378 [PASSED]
0062. FEN: 8/8/np4k1/8/8/5p2/8/K5n1 b - -  | Depth: 5 | Expected: 75110 | Result: 75110 [PASSED]
0063. FEN: 8/8/1k6/1p6/8/K3n1p1/4r3/8 b - -  | Depth: 1 | Expected: 25 | Result: 25 [PASSED]
0063. FEN: 8/8/1k6/1p6/8/K3n1p1/4r3/8 b - -  | Depth: 2 | Expected: 51 | Result: 51 [PASSED]
0063. FEN: 8/8/1k6/1p6/8/K3n1p1/4r3/8 b - -  | Depth: 3 | Expected: 1287 | Result: 1287 [PASSED]
0063. FEN: 8/8/1k6/1p6/8/K3n1p1/4r3/8 b - -  | Depth: 4 | Expected: 4210 | Result: 4210 [PASSED]
0063. FEN: 8/8/1k6/1p6/8/K3n1p1/4r3/8 b - -  | Depth: 5 | Expected: 107892 | Result: 107892 [PASSED]
0064. FEN: 8/8/8/3kP2P/8/4K3/3N4/8 b - -  | Depth: 1 | Expected: 4 | Result: 4 [PASSED]
0064. FEN: 8/8/8/3kP2P/8/4K3/3N4/8 b - -  | Depth: 2 | Expected: 54 | Result: 54 [PASSED]
0064. FEN: 8/8/8/3kP2P/8/4K3/3N4/8 b - -  | Depth: 3 | Expected: 311 | Result: 311 [PASSED]
0064. FEN: 8/8/8/3kP2P/8/4K3/3N4/8 b - -  | Depth: 4 | Expected: 4449 | Result: 4449 [PASSED]
0064. FEN: 8/8/8/3kP2P/8/4K3/3N4/8 b - -  | Depth: 5 | Expected: 27989 | Result: 27989 [PASSED]
0065. FEN: 2r1r3/8/8/1k1K4/6p1/8/8/8 w - -  | Depth: 1 | Expected: 2 | Result: 2 [PASSED]
0065. FEN: 2r1r3/8/8/1k1K4/6p1/8/8/8 w - -  | Depth: 2 | Expected: 56 | Result: 56 [PASSED]
0065. FEN: 2r1r3/8/8/1k1K4/6p1/8/8/8 w - -  | Depth: 3 | Expected: 134 | Result: 134 [PASSED]
0065. FEN: 2r1r3/8/8/1k1K4/6p1/8/8/8 w - -  | Depth: 4 | Expected: 4039 | Result: 4039 [PASSED]
0065. FEN: 2r1r3/8/8/1k1K4/6p1/8/8/8 w - -  | Depth: 5 | Expected: 13548 | Result: 13548 [PASSED]
0066. FEN: 8/k2B4/4p3/4P2p/4P2P/8/7N/1K6 w - -  | Depth: 1 | Expected: 14 | Result: 14 [PASSED]
0066. FEN: 8/k2B4/4p3/4P2p/4P2P/8/7N/1K6 w - -  | Depth: 2 | Expected: 66 | Result: 66 [PASSED]
0066. FEN: 8/k2B4/4p3/4P2p/4P2P/8/7N/1K6 w - -  | Depth: 3 | Expected: 1016 | Result: 1016 [PASSED]
0066. FEN: 8/k2B4/4p3/4P2p/4P2P/8/7N/1K6 w - -  | Depth: 4 | Expected: 4997 | Result: 4997 [PASSED]
0066. FEN: 8/k2B4/4p3/4P2p/4P2P/8/7N/1K6 w - -  | Depth: 5 | Expected: 79983 | Result: 79983 [PASSED]
0067. FEN: 8/7k/1p6/1n6/K7/8/8/5bn1 b - -  | Depth: 1 | Expected: 19 | Result: 19 [PASSED]
0067. FEN: 8/7k/1p6/1n6/K7/8/8/5bn1 b - -  | Depth: 2 | Expected: 45 | Result: 45 [PASSED]
0067. FEN: 8/7k/1p6/1n6/K7/8/8/5bn1 b - -  | Depth: 3 | Expected: 930 | Result: 930 [PASSED]
0067. FEN: 8/7k/1p6/1n6/K7/8/8/5bn1 b - -  | Depth: 4 | Expected: 4086 | Result: 4086 [PASSED]
0067. FEN: 8/7k/1p6/1n6/K7/8/8/5bn1 b - -  | Depth: 5 | Expected: 87948 | Result: 87948 [PASSED]
0068. FEN: 8/6N1/1p6/8/4kP2/2K5/8/8 w - -  | Depth: 1 | Expected: 11 | Result: 11 [PASSED]
0068. FEN: 8/6N1/1p6/8/4kP2/2K5/8/8 w - -  | Depth: 2 | Expected: 63 | Result: 63 [PASSED]
0068. FEN: 8/6N1/1p6/8/4kP2/2K5/8/8 w - -  | Depth: 3 | Expected: 726 | Result: 726 [PASSED]
0068. FEN: 8/6N1/1p6/8/4kP2/2K5/8/8 w - -  | Depth: 4 | Expected: 4912 | Result: 4912 [PASSED]
0068. FEN: 8/6N1/1p6/8/4kP2/2K5/8/8 w - -  | Depth: 5 | Expected: 56805 | Result: 56805 [PASSED]
0069. FEN: 8/8/1k1Np3/4P2p/K1B1P2P/8/8/8 b - -  | Depth: 1 | Expected: 4 | Result: 4 [PASSED]
0069. FEN: 8/8/1k1Np3/4P2p/K1B1P2P/8/8/8 b - -  | Depth: 2 | Expected: 77 | Result: 77 [PASSED]
0069. FEN: 8/8/1k1Np3/4P2p/K1B1P2P/8/8/8 b - -  | Depth: 3 | Expected: 306 | Result: 306 [PASSED]
0069. FEN: 8/8/1k1Np3/4P2p/K1B1P2P/8/8/8 b - -  | Depth: 4 | Expected: 5536 | Result: 5536 [PASSED]
0069. FEN: 8/8/1k1Np3/4P2p/K1B1P2P/8/8/8 b - -  | Depth: 5 | Expected: 23284 | Result: 23284 [PASSED]
0070. FEN: 8/8/K7/1P6/8/2N5/6k1/8 b - -  | Depth: 1 | Expected: 8 | Result: 8 [PASSED]
0070. FEN: 8/8/K7/1P6/8/2N5/6k1/8 b - -  | Depth: 2 | Expected: 96 | Result: 96 [PASSED]
0070. FEN: 8/8/K7/1P6/8/2N5/6k1/8 b - -  | Depth: 3 | Expected: 516 | Result: 516 [PASSED]
0070. FEN: 8/8/K7/1P6/8/2N5/6k1/8 b - -  | Depth: 4 | Expected: 5915 | Result: 5915 [PASSED]
0070. FEN: 8/8/K7/1P6/8/2N5/6k1/8 b - -  | Depth: 5 | Expected: 36004 | Result: 36004 [PASSED]
0071. FEN: 8/8/2kNp3/4P2p/K3P2P/3B4/8/8 w - -  | Depth: 1 | Expected: 18 | Result: 18 [PASSED]
0071. FEN: 8/8/2kNp3/4P2p/K3P2P/3B4/8/8 w - -  | Depth: 2 | Expected: 72 | Result: 72 [PASSED]
0071. FEN: 8/8/2kNp3/4P2p/K3P2P/3B4/8/8 w - -  | Depth: 3 | Expected: 1230 | Result: 1230 [PASSED]
0071. FEN: 8/8/2kNp3/4P2p/K3P2P/3B4/8/8 w - -  | Depth: 4 | Expected: 5629 | Result: 5629 [PASSED]
0071. FEN: 8/8/2kNp3/4P2p/K3P2P/3B4/8/8 w - -  | Depth: 5 | Expected: 94988 | Result: 94988 [PASSED]
0072. FEN: 8/7k/np6/8/8/5p2/K7/6n1 w - -  | Depth: 1 | Expected: 5 | Result: 5 [PASSED]
0072. FEN: 8/7k/np6/8/8/5p2/K7/6n1 w - -  | Depth: 2 | Expected: 65 | Result: 65 [PASSED]
0072. FEN: 8/7k/np6/8/8/5p2/K7/6n1 w - -  | Depth: 3 | Expected: 340 | Result: 340 [PASSED]
0072. FEN: 8/7k/np6/8/8/5p2/K7/6n1 w - -  | Depth: 4 | Expected: 4941 | Result: 4941 [PASSED]
0072. FEN: 8/7k/np6/8/8/5p2/K7/6n1 w - -  | Depth: 5 | Expected: 26902 | Result: 26902 [PASSED]
0073. FEN: 8/8/8/1P6/1K6/2N4k/8/8 w - -  | Depth: 1 | Expected: 14 | Result: 14 [PASSED]
0073. FEN: 8/8/8/1P6/1K6/2N4k/8/8 w - -  | Depth: 2 | Expected: 68 | Result: 68 [PASSED]
0073. FEN: 8/8/8/1P6/1K6/2N4k/8/8 w - -  | Depth: 3 | Expected: 895 | Result: 895 [PASSED]
0073. FEN: 8/8/8/1P6/1K6/2N4k/8/8 w - -  | Depth: 4 | Expected: 5679 | Result: 5679 [PASSED]
0073. FEN: 8/8/8/1P6/1K6/2N4k/8/8 w - -  | Depth: 5 | Expected: 72938 | Result: 72938 [PASSED]
0074. FEN: 1k6/3B4/4p3/4P2p/4P2P/1K6/7N/8 b - -  | Depth: 1 | Expected: 4 | Result: 4 [PASSED]
0074. FEN: 1k6/3B4/4p3/4P2p/4P2P/1K6/7N/8 b - -  | Depth: 2 | Expected: 68 | Result: 68 [PASSED]
0074. FEN: 1k6/3B4/4p3/4P2p/4P2P/1K6/7N/8 b - -  | Depth: 3 | Expected: 325 | Result: 325 [PASSED]
0074. FEN: 1k6/3B4/4p3/4P2p/4P2P/1K6/7N/8 b - -  | Depth: 4 | Expected: 5361 | Result: 5361 [PASSED]
0074. FEN: 1k6/3B4/4p3/4P2p/4P2P/1K6/7N/8 b - -  | Depth: 5 | Expected: 25680 | Result: 25680 [PASSED]
0075. FEN: 8/8/8/4P2P/3k4/8/3N4/5K2 w - -  | Depth: 1 | Expected: 12 | Result: 12 [PASSED]
0075. FEN: 8/8/8/4P2P/3k4/8/3N4/5K2 w - -  | Depth: 2 | Expected: 72 | Result: 72 [PASSED]
0075. FEN: 8/8/8/4P2P/3k4/8/3N4/5K2 w - -  | Depth: 3 | Expected: 911 | Result: 911 [PASSED]
0075. FEN: 8/8/8/4P2P/3k4/8/3N4/5K2 w - -  | Depth: 4 | Expected: 5405 | Result: 5405 [PASSED]
0075. FEN: 8/8/8/4P2P/3k4/8/3N4/5K2 w - -  | Depth: 5 | Expected: 67880 | Result: 67880 [PASSED]
0076. FEN: 8/1K6/8/8/3k4/3p4/8/6n1 w - -  | Depth: 1 | Expected: 8 | Result: 8 [PASSED]
0076. FEN: 8/1K6/8/8/3k4/3p4/8/6n1 w - -  | Depth: 2 | Expected: 85 | Result: 85 [PASSED]
0076. FEN: 8/1K6/8/8/3k4/3p4/8/6n1 w - -  | Depth: 3 | Expected: 461 | Result: 461 [PASSED]
0076. FEN: 8/1K6/8/8/3k4/3p4/8/6n1 w - -  | Depth: 4 | Expected: 5444 | Result: 5444 [PASSED]
0076. FEN: 8/1K6/8/8/3k4/3p4/8/6n1 w - -  | Depth: 5 | Expected: 33331 | Result: 33331 [PASSED]
0077. FEN: 8/2K5/8/8/8/k2p4/8/6n1 w - -  | Depth: 1 | Expected: 8 | Result: 8 [PASSED]
0077. FEN: 8/2K5/8/8/8/k2p4/8/6n1 w - -  | Depth: 2 | Expected: 72 | Result: 72 [PASSED]
0077. FEN: 8/2K5/8/8/8/k2p4/8/6n1 w - -  | Depth: 3 | Expected: 485 | Result: 485 [PASSED]
0077. FEN: 8/2K5/8/8/8/k2p4/8/6n1 w - -  | Depth: 4 | Expected: 5403 | Result: 5403 [PASSED]
0077. FEN: 8/2K5/8/8/8/k2p4/8/6n1 w - -  | Depth: 5 | Expected: 35521 | Result: 35521 [PASSED]
0078. FEN: 8/8/1k6/8/6pp/8/3r4/2K4b w - -  | Depth: 1 | Expected: 2 | Result: 2 [PASSED]
0078. FEN: 8/8/1k6/8/6pp/8/3r4/2K4b w - -  | Depth: 2 | Expected: 48 | Result: 48 [PASSED]
0078. FEN: 8/8/1k6/8/6pp/8/3r4/2K4b w - -  | Depth: 3 | Expected: 214 | Result: 214 [PASSED]
0078. FEN: 8/8/1k6/8/6pp/8/3r4/2K4b w - -  | Depth: 4 | Expected: 4681 | Result: 4681 [PASSED]
0078. FEN: 8/8/1k6/8/6pp/8/3r4/2K4b w - -  | Depth: 5 | Expected: 20692 | Result: 20692 [PASSED]
0079. FEN: 8/7k/4P3/8/P3P3/7N/N7/5K2 w - -  | Depth: 1 | Expected: 15 | Result: 15 [PASSED]
0079. FEN: 8/7k/4P3/8/P3P3/7N/N7/5K2 w - -  | Depth: 2 | Expected: 74 | Result: 74 [PASSED]
0079. FEN: 8/7k/4P3/8/P3P3/7N/N7/5K2 w - -  | Depth: 3 | Expected: 1187 | Result: 1187 [PASSED]
0079. FEN: 8/7k/4P3/8/P3P3/7N/N7/5K2 w - -  | Depth: 4 | Expected: 5387 | Result: 5387 [PASSED]
0079. FEN: 8/7k/4P3/8/P3P3/7N/N7/5K2 w - -  | Depth: 5 | Expected: 91909 | Result: 91909 [PASSED]
0080. FEN: 8/8/8/3kP2P/8/1N6/8/5K2 w - -  | Depth: 1 | Expected: 13 | Result: 13 [PASSED]
0080. FEN: 8/8/8/3kP2P/8/1N6/8/5K2 w - -  | Depth: 2 | Expected: 70 | Result: 70 [PASSED]
0080. FEN: 8/8/8/3kP2P/8/1N6/8/5K2 w - -  | Depth: 3 | Expected: 872 | Result: 872 [PASSED]
